Episode,Score,Epsilon
1,17,0.0000
2,23,0.0000
3,12,0.0000
4,14,0.0000
5,13,0.0000
6,15,0.0000
7,13,0.0000
8,9,0.0000
9,21,0.0000
10,12,0.0000
11,13,0.0000
12,13,0.0000
13,14,0.0000
14,19,0.0000
15,16,0.0000
16,21,0.0000
17,15,0.0000
18,22,0.0000
19,13,0.0000
20,25,0.0000
21,17,0.0000
22,51,0.0000
23,19,0.0000
24,26,0.0000
25,31,0.0000
26,20,0.0000
27,69,0.0000
28,24,0.0000
29,13,0.0000
30,29,0.0000
31,89,0.0000
32,54,0.0000
33,13,0.0000
34,17,0.0000
35,17,0.0000
36,48,0.0000
37,19,0.0000
38,23,0.0000
39,62,0.0000
40,40,0.0000
41,20,0.0000
42,33,0.0000
43,51,0.0000
44,14,0.0000
45,59,0.0000
46,76,0.0000
47,34,0.0000
48,27,0.0000
49,82,0.0000
50,42,0.0000
51,33,0.0000
52,43,0.0000
53,18,0.0000
54,74,0.0000
55,71,0.0000
56,28,0.0000
57,25,0.0000
58,42,0.0000
59,42,0.0000
60,43,0.0000
61,63,0.0000
62,19,0.0000
63,22,0.0000
64,45,0.0000
65,95,0.0000
66,19,0.0000
67,110,0.0000
68,49,0.0000
69,54,0.0000
70,195,0.0000
71,65,0.0000
72,86,0.0000
73,70,0.0000
74,35,0.0000
75,65,0.0000
76,59,0.0000
77,100,0.0000
78,161,0.0000
79,110,0.0000
80,34,0.0000
81,106,0.0000
82,60,0.0000
83,148,0.0000
84,148,0.0000
85,32,0.0000
86,52,0.0000
87,67,0.0000
88,43,0.0000
89,27,0.0000
90,51,0.0000
91,38,0.0000
92,209,0.0000
93,113,0.0000
94,17,0.0000
95,177,0.0000
96,79,0.0000
97,94,0.0000
98,46,0.0000
99,152,0.0000
100,29,0.0000
101,169,0.0000
102,79,0.0000
103,142,0.0000
104,79,0.0000
105,68,0.0000
106,171,0.0000
107,62,0.0000
108,167,0.0000
109,41,0.0000
110,145,0.0000
111,191,0.0000
112,53,0.0000
113,110,0.0000
114,95,0.0000
115,230,0.0000
116,140,0.0000
117,242,0.0000
118,233,0.0000
119,114,0.0000
120,263,0.0000
121,262,0.0000
122,61,0.0000
123,152,0.0000
124,229,0.0000
125,204,0.0000
126,153,0.0000
127,83,0.0000
128,388,0.0000
129,61,0.0000
130,174,0.0000
131,214,0.0000
132,247,0.0000
133,204,0.0000
134,269,0.0000
135,142,0.0000
136,174,0.0000
137,172,0.0000
138,194,0.0000
139,193,0.0000
140,93,0.0000
141,184,0.0000
142,236,0.0000
143,258,0.0000
144,285,0.0000
145,130,0.0000
146,182,0.0000
147,135,0.0000
148,26,0.0000
149,147,0.0000
150,190,0.0000
151,87,0.0000
152,166,0.0000
153,279,0.0000
154,139,0.0000
155,200,0.0000
156,127,0.0000
157,306,0.0000
158,126,0.0000
159,110,0.0000
160,144,0.0000
161,218,0.0000
162,146,0.0000
163,150,0.0000
164,238,0.0000
165,183,0.0000
166,100,0.0000
167,179,0.0000
168,125,0.0000
169,208,0.0000
170,132,0.0000
171,35,0.0000
172,277,0.0000
173,191,0.0000
174,231,0.0000
175,114,0.0000
176,228,0.0000
177,126,0.0000
178,128,0.0000
179,222,0.0000
180,165,0.0000
181,306,0.0000
182,216,0.0000
183,188,0.0000
184,71,0.0000
185,199,0.0000
186,285,0.0000
187,335,0.0000
188,435,0.0000
189,278,0.0000
190,400,0.0000
191,500,0.0000
192,76,0.0000
193,183,0.0000
194,238,0.0000
195,266,0.0000
196,477,0.0000
197,124,0.0000
198,99,0.0000
199,238,0.0000
200,115,0.0000
201,122,0.0000
202,248,0.0000
203,263,0.0000
204,120,0.0000
205,415,0.0000
206,364,0.0000
207,176,0.0000
208,284,0.0000
209,277,0.0000
210,303,0.0000
211,262,0.0000
212,239,0.0000
213,327,0.0000
214,152,0.0000
215,231,0.0000
216,134,0.0000
217,454,0.0000
218,181,0.0000
219,289,0.0000
220,65,0.0000
221,349,0.0000
222,333,0.0000
223,355,0.0000
224,296,0.0000
225,232,0.0000
226,500,0.0000
227,474,0.0000
228,129,0.0000
229,216,0.0000
230,500,0.0000
231,500,0.0000
232,250,0.0000
233,135,0.0000
234,326,0.0000
235,186,0.0000
236,500,0.0000
237,104,0.0000
238,227,0.0000
239,193,0.0000
240,98,0.0000
241,357,0.0000
242,279,0.0000
243,311,0.0000
244,198,0.0000
245,174,0.0000
246,214,0.0000
247,129,0.0000
248,247,0.0000
249,140,0.0000
250,261,0.0000
251,291,0.0000
252,291,0.0000
253,217,0.0000
254,232,0.0000
255,119,0.0000
256,128,0.0000
257,161,0.0000
258,126,0.0000
259,164,0.0000
260,171,0.0000
261,168,0.0000
262,241,0.0000
263,126,0.0000
264,281,0.0000
265,226,0.0000
266,233,0.0000
267,217,0.0000
268,320,0.0000
269,164,0.0000
270,229,0.0000
271,210,0.0000
272,232,0.0000
273,148,0.0000
274,428,0.0000
275,141,0.0000
276,250,0.0000
277,500,0.0000
278,183,0.0000
279,307,0.0000
280,203,0.0000
281,493,0.0000
282,192,0.0000
283,450,0.0000
284,500,0.0000
285,146,0.0000
286,306,0.0000
287,500,0.0000
288,153,0.0000
289,273,0.0000
290,159,0.0000
291,221,0.0000
292,163,0.0000
293,223,0.0000
294,143,0.0000
295,125,0.0000
296,164,0.0000
297,391,0.0000
298,305,0.0000
299,500,0.0000
300,247,0.0000
301,171,0.0000
302,236,0.0000
303,300,0.0000
304,234,0.0000
305,266,0.0000
306,421,0.0000
307,261,0.0000
308,214,0.0000
309,434,0.0000
310,169,0.0000
311,167,0.0000
312,261,0.0000
313,400,0.0000
314,359,0.0000
315,349,0.0000
316,82,0.0000
317,127,0.0000
318,268,0.0000
319,167,0.0000
320,306,0.0000
321,500,0.0000
322,356,0.0000
323,500,0.0000
324,500,0.0000
325,500,0.0000
326,234,0.0000
327,500,0.0000
328,156,0.0000
329,305,0.0000
330,448,0.0000
331,206,0.0000
332,189,0.0000
333,291,0.0000
334,391,0.0000
335,413,0.0000
336,176,0.0000
