Episode,Score,Epsilon
1,36,0.0000
2,38,0.0000
3,23,0.0000
4,15,0.0000
5,28,0.0000
6,52,0.0000
7,26,0.0000
8,41,0.0000
9,12,0.0000
10,42,0.0000
11,27,0.0000
12,20,0.0000
13,22,0.0000
14,64,0.0000
15,27,0.0000
16,67,0.0000
17,42,0.0000
18,26,0.0000
19,13,0.0000
20,36,0.0000
21,24,0.0000
22,38,0.0000
23,46,0.0000
24,20,0.0000
25,39,0.0000
26,15,0.0000
27,16,0.0000
28,22,0.0000
29,24,0.0000
30,37,0.0000
31,36,0.0000
32,19,0.0000
33,17,0.0000
34,25,0.0000
35,24,0.0000
36,43,0.0000
37,39,0.0000
38,11,0.0000
39,65,0.0000
40,10,0.0000
41,55,0.0000
42,80,0.0000
43,23,0.0000
44,46,0.0000
45,54,0.0000
46,48,0.0000
47,53,0.0000
48,39,0.0000
49,65,0.0000
50,39,0.0000
51,14,0.0000
52,64,0.0000
53,47,0.0000
54,25,0.0000
55,82,0.0000
56,15,0.0000
57,30,0.0000
58,28,0.0000
59,60,0.0000
60,46,0.0000
61,35,0.0000
62,36,0.0000
63,22,0.0000
64,22,0.0000
65,82,0.0000
66,38,0.0000
67,57,0.0000
68,60,0.0000
69,37,0.0000
70,18,0.0000
71,25,0.0000
72,16,0.0000
73,50,0.0000
74,57,0.0000
75,64,0.0000
76,63,0.0000
77,30,0.0000
78,49,0.0000
79,14,0.0000
80,88,0.0000
81,18,0.0000
82,22,0.0000
83,36,0.0000
84,27,0.0000
85,23,0.0000
86,56,0.0000
87,70,0.0000
88,40,0.0000
89,36,0.0000
90,38,0.0000
91,30,0.0000
92,17,0.0000
93,185,0.0000
94,57,0.0000
95,120,0.0000
96,113,0.0000
97,91,0.0000
98,20,0.0000
99,36,0.0000
100,84,0.0000
101,35,0.0000
102,37,0.0000
103,45,0.0000
104,26,0.0000
105,51,0.0000
106,107,0.0000
107,18,0.0000
108,63,0.0000
109,33,0.0000
110,78,0.0000
111,63,0.0000
112,78,0.0000
113,23,0.0000
114,30,0.0000
115,69,0.0000
116,114,0.0000
117,67,0.0000
118,96,0.0000
119,103,0.0000
120,59,0.0000
121,31,0.0000
122,94,0.0000
123,61,0.0000
124,36,0.0000
125,83,0.0000
126,21,0.0000
127,33,0.0000
128,33,0.0000
129,24,0.0000
130,55,0.0000
131,86,0.0000
132,18,0.0000
133,85,0.0000
134,35,0.0000
135,68,0.0000
136,37,0.0000
137,54,0.0000
138,57,0.0000
139,29,0.0000
140,53,0.0000
141,31,0.0000
142,60,0.0000
143,54,0.0000
144,42,0.0000
145,62,0.0000
146,53,0.0000
147,50,0.0000
148,47,0.0000
149,85,0.0000
150,22,0.0000
151,21,0.0000
152,50,0.0000
153,54,0.0000
154,16,0.0000
155,139,0.0000
156,114,0.0000
157,96,0.0000
158,42,0.0000
159,52,0.0000
160,120,0.0000
161,20,0.0000
162,92,0.0000
163,23,0.0000
164,26,0.0000
165,33,0.0000
166,61,0.0000
167,30,0.0000
168,55,0.0000
169,71,0.0000
170,44,0.0000
171,62,0.0000
172,35,0.0000
173,66,0.0000
174,45,0.0000
175,53,0.0000
176,79,0.0000
177,28,0.0000
178,92,0.0000
179,45,0.0000
180,91,0.0000
181,57,0.0000
182,113,0.0000
183,49,0.0000
184,75,0.0000
185,44,0.0000
186,31,0.0000
187,32,0.0000
188,166,0.0000
189,38,0.0000
190,79,0.0000
191,41,0.0000
192,56,0.0000
193,33,0.0000
194,165,0.0000
195,15,0.0000
196,94,0.0000
197,46,0.0000
198,189,0.0000
199,161,0.0000
200,102,0.0000
201,91,0.0000
202,129,0.0000
203,89,0.0000
204,25,0.0000
205,17,0.0000
206,17,0.0000
207,67,0.0000
208,76,0.0000
209,113,0.0000
210,73,0.0000
211,109,0.0000
212,115,0.0000
213,24,0.0000
214,94,0.0000
215,53,0.0000
216,106,0.0000
217,130,0.0000
218,211,0.0000
219,83,0.0000
220,84,0.0000
221,60,0.0000
222,53,0.0000
223,96,0.0000
224,111,0.0000
225,97,0.0000
226,112,0.0000
227,45,0.0000
228,85,0.0000
229,116,0.0000
230,144,0.0000
231,109,0.0000
232,140,0.0000
233,139,0.0000
234,111,0.0000
235,33,0.0000
236,126,0.0000
237,103,0.0000
238,67,0.0000
239,160,0.0000
240,104,0.0000
241,55,0.0000
242,199,0.0000
243,25,0.0000
244,69,0.0000
245,162,0.0000
246,76,0.0000
247,142,0.0000
248,44,0.0000
249,75,0.0000
250,121,0.0000
251,33,0.0000
252,116,0.0000
253,175,0.0000
254,69,0.0000
255,193,0.0000
256,19,0.0000
257,142,0.0000
258,32,0.0000
259,90,0.0000
260,165,0.0000
