Episode,Score,Epsilon
1,42,0.8102
2,21,0.7292
3,9,0.6970
4,8,0.6696
5,16,0.6180
6,12,0.5820
7,12,0.5480
8,13,0.5134
9,15,0.4762
10,16,0.4395
11,10,0.4180
12,12,0.3936
13,10,0.3744
14,12,0.3525
15,13,0.3303
16,10,0.3141
17,14,0.2929
18,10,0.2785
19,10,0.2649
20,10,0.2520
21,12,0.2373
22,12,0.2234
23,12,0.2104
24,9,0.2011
25,11,0.1903
26,12,0.1792
27,11,0.1696
28,11,0.1605
29,10,0.1526
30,10,0.1452
31,12,0.1367
32,10,0.1300
33,8,0.1249
34,11,0.1182
35,8,0.1136
36,8,0.1091
37,10,0.1038
38,9,0.0992
39,10,0.0943
40,10,0.0897
41,14,0.0836
42,10,0.0796
43,11,0.0753
44,12,0.0709
45,11,0.0671
46,10,0.0638
47,10,0.0607
48,10,0.0577
49,10,0.0549
50,9,0.0525
51,10,0.0500
52,10,0.0500
53,10,0.0500
54,10,0.0500
55,10,0.0500
56,8,0.0500
57,9,0.0500
58,10,0.0500
59,13,0.0500
60,10,0.0500
61,9,0.0500
62,11,0.0500
63,10,0.0500
64,10,0.0500
65,10,0.0500
66,10,0.0500
67,9,0.0500
68,11,0.0500
69,8,0.0500
70,10,0.0500
71,10,0.0500
72,10,0.0500
73,10,0.0500
74,10,0.0500
75,10,0.0500
76,9,0.0500
77,10,0.0500
78,9,0.0500
79,9,0.0500
80,10,0.0500
81,8,0.0500
82,10,0.0500
83,9,0.0500
84,10,0.0500
85,13,0.0500
86,9,0.0500
87,10,0.0500
88,9,0.0500
89,9,0.0500
90,9,0.0500
91,9,0.0500
92,10,0.0500
93,11,0.0500
94,9,0.0500
95,10,0.0500
96,10,0.0500
97,10,0.0500
98,12,0.0500
99,10,0.0500
100,11,0.0500
101,9,0.0500
102,10,0.0500
103,11,0.0500
104,11,0.0500
105,11,0.0500
106,11,0.0500
107,10,0.0500
108,10,0.0500
109,10,0.0500
110,9,0.0500
111,9,0.0500
112,9,0.0500
113,10,0.0500
114,9,0.0500
115,10,0.0500
116,8,0.0500
117,9,0.0500
118,9,0.0500
119,11,0.0500
120,10,0.0500
121,11,0.0500
122,10,0.0500
123,10,0.0500
124,10,0.0500
125,11,0.0500
126,9,0.0500
127,11,0.0500
128,11,0.0500
129,11,0.0500
130,9,0.0500
131,9,0.0500
132,11,0.0500
133,10,0.0500
134,10,0.0500
135,12,0.0500
136,10,0.0500
137,9,0.0500
138,10,0.0500
139,10,0.0500
140,10,0.0500
141,8,0.0500
142,11,0.0500
143,9,0.0500
144,10,0.0500
145,9,0.0500
146,11,0.0500
147,11,0.0500
148,10,0.0500
149,10,0.0500
150,9,0.0500
151,9,0.0500
152,8,0.0500
153,9,0.0500
154,9,0.0500
155,9,0.0500
156,8,0.0500
157,10,0.0500
158,9,0.0500
159,10,0.0500
160,10,0.0500
161,10,0.0500
162,9,0.0500
163,9,0.0500
164,9,0.0500
165,11,0.0500
166,9,0.0500
167,10,0.0500
168,10,0.0500
169,11,0.0500
170,8,0.0500
171,10,0.0500
172,12,0.0500
173,9,0.0500
174,8,0.0500
175,12,0.0500
176,11,0.0500
177,9,0.0500
178,11,0.0500
179,8,0.0500
180,9,0.0500
181,10,0.0500
182,9,0.0500
183,10,0.0500
184,8,0.0500
185,10,0.0500
186,11,0.0500
187,9,0.0500
188,27,0.0500
189,10,0.0500
190,8,0.0500
191,11,0.0500
192,9,0.0500
193,13,0.0500
194,11,0.0500
195,24,0.0500
196,12,0.0500
197,27,0.0500
198,10,0.0500
199,10,0.0500
200,11,0.0500
201,12,0.0500
202,24,0.0500
203,12,0.0500
204,14,0.0500
205,24,0.0500
206,18,0.0500
207,14,0.0500
208,15,0.0500
209,15,0.0500
210,19,0.0500
211,10,0.0500
212,12,0.0500
213,16,0.0500
214,22,0.0500
215,9,0.0500
216,15,0.0500
217,18,0.0500
218,10,0.0500
219,12,0.0500
220,13,0.0500
221,10,0.0500
222,10,0.0500
223,14,0.0500
224,20,0.0500
225,10,0.0500
226,11,0.0500
227,14,0.0500
228,18,0.0500
229,8,0.0500
230,12,0.0500
231,24,0.0500
232,26,0.0500
233,25,0.0500
234,35,0.0500
235,15,0.0500
236,13,0.0500
237,24,0.0500
238,16,0.0500
239,20,0.0500
240,27,0.0500
241,22,0.0500
242,29,0.0500
243,20,0.0500
244,14,0.0500
245,16,0.0500
246,37,0.0500
247,26,0.0500
248,12,0.0500
249,19,0.0500
250,24,0.0500
251,16,0.0500
252,18,0.0500
253,12,0.0500
254,56,0.0500
255,27,0.0500
256,73,0.0500
257,61,0.0500
258,87,0.0500
259,82,0.0500
260,141,0.0500
261,160,0.0500
262,137,0.0500
263,84,0.0500
264,86,0.0500
265,137,0.0500
266,119,0.0500
267,188,0.0500
268,110,0.0500
269,164,0.0500
270,209,0.0500
271,142,0.0500
272,211,0.0500
273,286,0.0500
274,132,0.0500
275,224,0.0500
276,208,0.0500
277,202,0.0500
278,164,0.0500
279,141,0.0500
280,124,0.0500
281,311,0.0500
282,160,0.0500
283,176,0.0500
284,151,0.0500
285,233,0.0500
286,190,0.0500
287,144,0.0500
288,127,0.0500
289,180,0.0500
290,221,0.0500
291,176,0.0500
292,131,0.0500
293,128,0.0500
294,131,0.0500
295,138,0.0500
296,137,0.0500
297,220,0.0500
298,131,0.0500
299,147,0.0500
300,135,0.0500
301,145,0.0500
302,118,0.0500
303,147,0.0500
304,138,0.0500
305,138,0.0500
306,183,0.0500
307,135,0.0500
308,139,0.0500
309,158,0.0500
310,139,0.0500
311,150,0.0500
312,145,0.0500
313,130,0.0500
314,122,0.0500
315,128,0.0500
316,121,0.0500
317,121,0.0500
318,120,0.0500
319,150,0.0500
320,136,0.0500
321,130,0.0500
322,157,0.0500
323,127,0.0500
324,141,0.0500
325,137,0.0500
326,145,0.0500
327,156,0.0500
328,134,0.0500
329,168,0.0500
330,121,0.0500
331,132,0.0500
332,196,0.0500
333,135,0.0500
334,149,0.0500
335,163,0.0500
336,138,0.0500
337,173,0.0500
338,175,0.0500
339,156,0.0500
340,152,0.0500
341,150,0.0500
342,148,0.0500
343,216,0.0500
344,128,0.0500
345,147,0.0500
346,123,0.0500
347,145,0.0500
348,130,0.0500
349,166,0.0500
350,128,0.0500
351,182,0.0500
352,157,0.0500
353,155,0.0500
354,128,0.0500
355,135,0.0500
356,135,0.0500
357,122,0.0500
358,137,0.0500
359,130,0.0500
360,126,0.0500
361,124,0.0500
362,128,0.0500
363,152,0.0500
364,120,0.0500
365,182,0.0500
366,136,0.0500
367,141,0.0500
368,133,0.0500
369,127,0.0500
370,130,0.0500
371,136,0.0500
372,124,0.0500
373,159,0.0500
