Episode,Score,Epsilon
1,10,0.9511
2,18,0.8691
3,17,0.7981
4,9,0.7629
5,10,0.7256
6,23,0.6466
7,14,0.6027
8,12,0.5676
9,12,0.5344
10,12,0.5032
11,11,0.4762
12,10,0.4529
13,11,0.4286
14,10,0.4077
15,20,0.3688
16,13,0.3455
17,16,0.3189
18,18,0.2914
19,12,0.2744
20,12,0.2584
21,14,0.2409
22,10,0.2291
23,10,0.2179
24,10,0.2072
25,10,0.1971
26,14,0.1837
27,11,0.1739
28,9,0.1662
29,13,0.1557
30,10,0.1481
31,9,0.1416
32,12,0.1333
33,10,0.1268
34,10,0.1206
35,8,0.1159
36,10,0.1102
37,10,0.1048
38,9,0.1002
39,14,0.0934
40,8,0.0897
41,10,0.0853
42,9,0.0816
43,12,0.0768
44,9,0.0734
45,9,0.0702
46,10,0.0668
47,10,0.0635
48,9,0.0607
49,10,0.0577
50,9,0.0552
51,12,0.0520
52,10,0.0500
53,10,0.0500
54,10,0.0500
55,10,0.0500
56,8,0.0500
57,10,0.0500
58,10,0.0500
59,11,0.0500
60,12,0.0500
61,9,0.0500
62,9,0.0500
63,12,0.0500
64,10,0.0500
65,10,0.0500
66,10,0.0500
67,9,0.0500
68,9,0.0500
69,8,0.0500
70,10,0.0500
71,9,0.0500
72,10,0.0500
73,10,0.0500
74,9,0.0500
75,9,0.0500
76,9,0.0500
77,10,0.0500
78,9,0.0500
79,12,0.0500
80,10,0.0500
81,10,0.0500
82,10,0.0500
83,11,0.0500
84,9,0.0500
85,9,0.0500
86,9,0.0500
87,10,0.0500
88,9,0.0500
89,9,0.0500
90,9,0.0500
91,9,0.0500
92,10,0.0500
93,10,0.0500
94,9,0.0500
95,10,0.0500
96,9,0.0500
97,9,0.0500
98,11,0.0500
99,10,0.0500
100,12,0.0500
101,10,0.0500
102,12,0.0500
103,12,0.0500
104,11,0.0500
105,12,0.0500
106,11,0.0500
107,10,0.0500
108,12,0.0500
109,9,0.0500
110,10,0.0500
111,10,0.0500
112,10,0.0500
113,11,0.0500
114,10,0.0500
115,10,0.0500
116,20,0.0500
117,9,0.0500
118,20,0.0500
119,36,0.0500
120,19,0.0500
121,9,0.0500
122,12,0.0500
123,23,0.0500
124,12,0.0500
125,33,0.0500
126,55,0.0500
127,19,0.0500
128,16,0.0500
129,9,0.0500
130,16,0.0500
131,10,0.0500
132,9,0.0500
133,10,0.0500
134,11,0.0500
135,10,0.0500
136,12,0.0500
137,10,0.0500
138,9,0.0500
139,13,0.0500
140,10,0.0500
141,11,0.0500
142,22,0.0500
143,10,0.0500
144,15,0.0500
145,12,0.0500
146,10,0.0500
147,24,0.0500
148,15,0.0500
149,11,0.0500
150,40,0.0500
151,9,0.0500
152,17,0.0500
153,37,0.0500
154,10,0.0500
155,105,0.0500
156,11,0.0500
157,11,0.0500
158,10,0.0500
159,29,0.0500
160,11,0.0500
161,11,0.0500
162,10,0.0500
163,52,0.0500
164,26,0.0500
165,21,0.0500
166,24,0.0500
167,10,0.0500
168,37,0.0500
169,18,0.0500
170,15,0.0500
171,36,0.0500
172,41,0.0500
173,57,0.0500
174,19,0.0500
175,39,0.0500
176,18,0.0500
177,15,0.0500
178,46,0.0500
179,19,0.0500
180,44,0.0500
181,51,0.0500
182,80,0.0500
183,57,0.0500
184,121,0.0500
185,303,0.0500
186,145,0.0500
187,262,0.0500
188,310,0.0500
189,266,0.0500
190,331,0.0500
191,282,0.0500
192,231,0.0500
193,242,0.0500
194,364,0.0500
195,250,0.0500
196,251,0.0500
197,210,0.0500
198,272,0.0500
199,268,0.0500
200,242,0.0500
201,184,0.0500
202,196,0.0500
203,211,0.0500
204,188,0.0500
205,172,0.0500
206,158,0.0500
207,173,0.0500
208,175,0.0500
209,189,0.0500
210,187,0.0500
211,202,0.0500
212,181,0.0500
213,183,0.0500
214,201,0.0500
215,156,0.0500
216,156,0.0500
217,163,0.0500
218,156,0.0500
219,158,0.0500
220,153,0.0500
221,162,0.0500
222,157,0.0500
223,154,0.0500
224,164,0.0500
225,155,0.0500
226,135,0.0500
227,149,0.0500
228,136,0.0500
229,138,0.0500
230,135,0.0500
231,144,0.0500
232,136,0.0500
233,157,0.0500
234,135,0.0500
235,152,0.0500
236,123,0.0500
237,134,0.0500
238,125,0.0500
239,133,0.0500
240,141,0.0500
241,139,0.0500
242,142,0.0500
243,126,0.0500
244,137,0.0500
245,143,0.0500
246,128,0.0500
247,119,0.0500
248,134,0.0500
249,119,0.0500
250,142,0.0500
251,137,0.0500
252,128,0.0500
253,140,0.0500
254,126,0.0500
255,127,0.0500
256,122,0.0500
257,123,0.0500
258,124,0.0500
259,125,0.0500
260,121,0.0500
261,125,0.0500
262,123,0.0500
263,153,0.0500
264,137,0.0500
265,135,0.0500
266,139,0.0500
267,124,0.0500
268,116,0.0500
269,133,0.0500
270,127,0.0500
271,123,0.0500
272,126,0.0500
273,130,0.0500
274,126,0.0500
275,131,0.0500
276,132,0.0500
277,136,0.0500
278,137,0.0500
279,137,0.0500
280,119,0.0500
281,135,0.0500
282,126,0.0500
283,134,0.0500
