Episode,Score,Epsilon
1,38,0.8266
2,15,0.7667
3,18,0.7005
4,15,0.6498
5,22,0.5820
6,12,0.5480
7,13,0.5134
8,21,0.4621
9,10,0.4395
10,16,0.4057
11,12,0.3820
12,18,0.3490
13,11,0.3303
14,12,0.3110
15,10,0.2958
16,10,0.2813
17,9,0.2689
18,10,0.2558
19,9,0.2445
20,9,0.2337
21,10,0.2223
22,10,0.2114
23,15,0.1961
24,10,0.1865
25,9,0.1783
26,10,0.1696
27,10,0.1613
28,11,0.1526
29,9,0.1459
30,8,0.1402
31,10,0.1333
32,11,0.1262
33,10,0.1200
34,9,0.1147
35,11,0.1085
36,10,0.1032
37,9,0.0987
38,10,0.0939
39,9,0.0897
40,10,0.0853
41,9,0.0816
42,10,0.0776
43,8,0.0745
44,9,0.0712
45,10,0.0678
46,9,0.0648
47,9,0.0619
48,9,0.0592
49,9,0.0566
50,10,0.0538
51,9,0.0514
52,9,0.0500
53,9,0.0500
54,10,0.0500
55,9,0.0500
56,11,0.0500
57,12,0.0500
58,9,0.0500
59,8,0.0500
60,8,0.0500
61,10,0.0500
62,10,0.0500
63,10,0.0500
64,8,0.0500
65,9,0.0500
66,8,0.0500
67,9,0.0500
68,10,0.0500
69,10,0.0500
70,11,0.0500
71,10,0.0500
72,9,0.0500
73,9,0.0500
74,10,0.0500
75,10,0.0500
76,10,0.0500
77,9,0.0500
78,10,0.0500
79,11,0.0500
80,10,0.0500
81,10,0.0500
82,9,0.0500
83,10,0.0500
84,12,0.0500
85,9,0.0500
86,10,0.0500
87,9,0.0500
88,10,0.0500
89,10,0.0500
90,9,0.0500
91,10,0.0500
92,9,0.0500
93,9,0.0500
94,10,0.0500
95,9,0.0500
96,9,0.0500
97,10,0.0500
98,8,0.0500
99,10,0.0500
100,9,0.0500
101,11,0.0500
102,10,0.0500
103,9,0.0500
104,9,0.0500
105,9,0.0500
106,9,0.0500
107,10,0.0500
108,9,0.0500
109,11,0.0500
110,11,0.0500
111,12,0.0500
112,11,0.0500
113,9,0.0500
114,10,0.0500
115,10,0.0500
116,12,0.0500
117,10,0.0500
118,9,0.0500
119,11,0.0500
120,9,0.0500
121,10,0.0500
122,9,0.0500
123,9,0.0500
124,13,0.0500
125,9,0.0500
126,9,0.0500
127,9,0.0500
128,10,0.0500
129,10,0.0500
130,10,0.0500
131,9,0.0500
132,10,0.0500
133,9,0.0500
134,10,0.0500
135,11,0.0500
136,8,0.0500
137,12,0.0500
138,10,0.0500
139,8,0.0500
140,10,0.0500
141,15,0.0500
142,10,0.0500
143,9,0.0500
144,9,0.0500
145,21,0.0500
146,10,0.0500
147,10,0.0500
148,11,0.0500
149,10,0.0500
150,10,0.0500
151,11,0.0500
152,9,0.0500
153,9,0.0500
154,9,0.0500
155,10,0.0500
156,8,0.0500
157,9,0.0500
158,10,0.0500
159,9,0.0500
160,11,0.0500
161,10,0.0500
162,11,0.0500
163,12,0.0500
164,30,0.0500
165,10,0.0500
166,10,0.0500
167,12,0.0500
168,27,0.0500
169,27,0.0500
170,10,0.0500
171,27,0.0500
172,10,0.0500
173,16,0.0500
174,12,0.0500
175,34,0.0500
176,9,0.0500
177,12,0.0500
178,16,0.0500
179,11,0.0500
180,30,0.0500
181,9,0.0500
182,9,0.0500
183,10,0.0500
184,11,0.0500
185,9,0.0500
186,11,0.0500
187,10,0.0500
188,12,0.0500
189,11,0.0500
190,11,0.0500
191,8,0.0500
192,8,0.0500
193,10,0.0500
194,9,0.0500
195,11,0.0500
196,10,0.0500
197,11,0.0500
198,8,0.0500
199,8,0.0500
200,8,0.0500
201,9,0.0500
202,10,0.0500
203,13,0.0500
204,15,0.0500
205,10,0.0500
206,11,0.0500
207,10,0.0500
208,13,0.0500
209,11,0.0500
210,14,0.0500
211,17,0.0500
212,10,0.0500
213,13,0.0500
214,13,0.0500
215,9,0.0500
216,12,0.0500
217,10,0.0500
218,11,0.0500
219,10,0.0500
220,10,0.0500
221,10,0.0500
222,10,0.0500
223,13,0.0500
224,14,0.0500
225,10,0.0500
226,11,0.0500
227,9,0.0500
228,11,0.0500
229,8,0.0500
230,11,0.0500
231,9,0.0500
232,11,0.0500
233,9,0.0500
234,9,0.0500
235,9,0.0500
236,15,0.0500
237,11,0.0500
238,13,0.0500
239,12,0.0500
240,10,0.0500
241,13,0.0500
242,12,0.0500
243,14,0.0500
