Episode,Score,Epsilon
1,24,0.0000
2,14,0.0000
3,15,0.0000
4,66,0.0000
5,49,0.0000
6,31,0.0000
7,44,0.0000
8,14,0.0000
9,26,0.0000
10,55,0.0000
11,16,0.0000
12,26,0.0000
13,22,0.0000
14,37,0.0000
15,31,0.0000
16,50,0.0000
17,40,0.0000
18,16,0.0000
19,32,0.0000
20,27,0.0000
21,19,0.0000
22,71,0.0000
23,8,0.0000
24,14,0.0000
25,14,0.0000
26,39,0.0000
27,16,0.0000
28,30,0.0000
29,14,0.0000
30,17,0.0000
31,16,0.0000
32,14,0.0000
33,15,0.0000
34,18,0.0000
35,11,0.0000
36,17,0.0000
37,43,0.0000
38,42,0.0000
39,35,0.0000
40,20,0.0000
41,46,0.0000
42,49,0.0000
43,13,0.0000
44,39,0.0000
45,20,0.0000
46,21,0.0000
47,20,0.0000
48,36,0.0000
49,148,0.0000
50,21,0.0000
51,49,0.0000
52,23,0.0000
53,19,0.0000
54,28,0.0000
55,19,0.0000
56,40,0.0000
57,72,0.0000
58,30,0.0000
59,29,0.0000
60,18,0.0000
61,21,0.0000
62,82,0.0000
63,21,0.0000
64,24,0.0000
65,40,0.0000
66,28,0.0000
67,127,0.0000
68,45,0.0000
69,75,0.0000
70,27,0.0000
71,60,0.0000
72,19,0.0000
73,16,0.0000
74,35,0.0000
75,33,0.0000
76,32,0.0000
77,25,0.0000
78,62,0.0000
79,50,0.0000
80,80,0.0000
81,123,0.0000
82,99,0.0000
83,89,0.0000
84,134,0.0000
85,14,0.0000
86,16,0.0000
87,77,0.0000
88,27,0.0000
89,65,0.0000
90,34,0.0000
91,26,0.0000
92,139,0.0000
93,62,0.0000
94,13,0.0000
95,38,0.0000
96,122,0.0000
97,96,0.0000
98,26,0.0000
99,118,0.0000
100,66,0.0000
101,34,0.0000
102,93,0.0000
103,65,0.0000
104,48,0.0000
105,62,0.0000
106,14,0.0000
107,40,0.0000
108,71,0.0000
109,25,0.0000
110,110,0.0000
111,188,0.0000
112,42,0.0000
113,32,0.0000
114,132,0.0000
115,153,0.0000
116,46,0.0000
117,17,0.0000
118,122,0.0000
119,101,0.0000
120,177,0.0000
121,62,0.0000
122,77,0.0000
123,40,0.0000
124,104,0.0000
125,107,0.0000
126,82,0.0000
127,123,0.0000
128,43,0.0000
129,51,0.0000
130,78,0.0000
131,27,0.0000
132,130,0.0000
133,161,0.0000
134,56,0.0000
135,63,0.0000
136,123,0.0000
137,298,0.0000
138,149,0.0000
139,287,0.0000
140,68,0.0000
141,64,0.0000
142,38,0.0000
143,110,0.0000
144,46,0.0000
