Episode,Score,Epsilon
1,27,0.0000
2,45,0.0000
3,18,0.0000
4,18,0.0000
5,12,0.0000
6,36,0.0000
7,37,0.0000
8,28,0.0000
9,29,0.0000
10,34,0.0000
11,17,0.0000
12,38,0.0000
13,101,0.0000
14,17,0.0000
15,67,0.0000
16,25,0.0000
17,17,0.0000
18,32,0.0000
19,41,0.0000
20,12,0.0000
21,32,0.0000
22,28,0.0000
23,21,0.0000
24,30,0.0000
25,15,0.0000
26,83,0.0000
27,44,0.0000
28,32,0.0000
29,84,0.0000
30,39,0.0000
31,66,0.0000
32,93,0.0000
33,111,0.0000
34,20,0.0000
35,40,0.0000
36,49,0.0000
37,74,0.0000
38,35,0.0000
39,19,0.0000
40,29,0.0000
41,18,0.0000
42,27,0.0000
43,33,0.0000
44,47,0.0000
45,78,0.0000
46,49,0.0000
47,20,0.0000
48,94,0.0000
49,46,0.0000
50,57,0.0000
51,61,0.0000
52,63,0.0000
53,48,0.0000
54,36,0.0000
55,59,0.0000
56,38,0.0000
57,63,0.0000
58,61,0.0000
59,60,0.0000
60,39,0.0000
61,25,0.0000
62,76,0.0000
63,57,0.0000
64,74,0.0000
65,147,0.0000
66,56,0.0000
67,62,0.0000
68,36,0.0000
69,48,0.0000
70,88,0.0000
71,25,0.0000
72,46,0.0000
73,188,0.0000
74,211,0.0000
75,34,0.0000
76,91,0.0000
77,29,0.0000
78,20,0.0000
79,40,0.0000
80,37,0.0000
81,280,0.0000
82,288,0.0000
83,127,0.0000
84,135,0.0000
85,124,0.0000
86,66,0.0000
87,23,0.0000
88,68,0.0000
89,139,0.0000
90,43,0.0000
91,123,0.0000
92,267,0.0000
93,64,0.0000
94,57,0.0000
95,58,0.0000
96,49,0.0000
97,183,0.0000
98,51,0.0000
99,34,0.0000
100,57,0.0000
101,171,0.0000
102,32,0.0000
103,125,0.0000
104,108,0.0000
105,176,0.0000
106,166,0.0000
107,103,0.0000
108,129,0.0000
109,345,0.0000
110,162,0.0000
111,175,0.0000
112,74,0.0000
113,113,0.0000
114,143,0.0000
115,205,0.0000
116,64,0.0000
117,241,0.0000
118,285,0.0000
119,57,0.0000
120,123,0.0000
121,129,0.0000
122,174,0.0000
123,243,0.0000
124,120,0.0000
125,33,0.0000
126,172,0.0000
127,36,0.0000
128,129,0.0000
129,109,0.0000
130,137,0.0000
131,136,0.0000
132,284,0.0000
133,219,0.0000
134,350,0.0000
135,98,0.0000
136,108,0.0000
137,229,0.0000
138,193,0.0000
139,230,0.0000
140,147,0.0000
141,112,0.0000
142,39,0.0000
143,185,0.0000
144,144,0.0000
145,81,0.0000
146,145,0.0000
147,185,0.0000
148,164,0.0000
149,225,0.0000
150,132,0.0000
151,134,0.0000
