Episode,Score,Epsilon
1,19,0.0000
2,15,0.0000
3,13,0.0000
4,23,0.0000
5,32,0.0000
6,73,0.0000
7,11,0.0000
8,36,0.0000
9,37,0.0000
10,13,0.0000
11,17,0.0000
12,36,0.0000
13,20,0.0000
14,16,0.0000
15,14,0.0000
16,43,0.0000
17,16,0.0000
18,31,0.0000
19,50,0.0000
20,24,0.0000
21,11,0.0000
22,23,0.0000
23,32,0.0000
24,12,0.0000
25,71,0.0000
26,33,0.0000
27,39,0.0000
28,31,0.0000
29,49,0.0000
30,41,0.0000
31,35,0.0000
32,62,0.0000
33,44,0.0000
34,31,0.0000
35,49,0.0000
36,76,0.0000
37,16,0.0000
38,27,0.0000
39,108,0.0000
40,22,0.0000
41,57,0.0000
42,22,0.0000
43,57,0.0000
44,46,0.0000
45,56,0.0000
46,101,0.0000
47,65,0.0000
48,52,0.0000
49,61,0.0000
50,48,0.0000
51,92,0.0000
52,43,0.0000
53,25,0.0000
54,22,0.0000
55,21,0.0000
56,35,0.0000
57,68,0.0000
58,38,0.0000
59,33,0.0000
60,48,0.0000
61,51,0.0000
62,106,0.0000
63,82,0.0000
64,29,0.0000
65,71,0.0000
66,32,0.0000
67,64,0.0000
68,51,0.0000
69,71,0.0000
70,30,0.0000
71,54,0.0000
72,28,0.0000
73,100,0.0000
74,32,0.0000
75,39,0.0000
76,63,0.0000
77,67,0.0000
78,37,0.0000
79,28,0.0000
80,52,0.0000
81,33,0.0000
82,49,0.0000
83,67,0.0000
84,39,0.0000
85,64,0.0000
86,42,0.0000
87,69,0.0000
88,89,0.0000
89,36,0.0000
90,115,0.0000
91,71,0.0000
92,114,0.0000
93,96,0.0000
94,121,0.0000
95,64,0.0000
96,161,0.0000
97,68,0.0000
98,115,0.0000
99,145,0.0000
100,197,0.0000
101,45,0.0000
102,43,0.0000
103,322,0.0000
104,205,0.0000
105,225,0.0000
106,155,0.0000
107,199,0.0000
108,199,0.0000
109,242,0.0000
110,333,0.0000
111,265,0.0000
112,152,0.0000
113,115,0.0000
114,144,0.0000
115,96,0.0000
116,145,0.0000
117,102,0.0000
118,199,0.0000
119,176,0.0000
120,235,0.0000
121,185,0.0000
122,175,0.0000
123,131,0.0000
124,100,0.0000
125,116,0.0000
126,177,0.0000
127,43,0.0000
128,125,0.0000
129,168,0.0000
130,111,0.0000
131,260,0.0000
132,174,0.0000
133,193,0.0000
134,197,0.0000
135,127,0.0000
136,187,0.0000
137,224,0.0000
138,259,0.0000
139,291,0.0000
140,126,0.0000
141,390,0.0000
142,500,0.0000
143,500,0.0000
144,500,0.0000
145,500,0.0000
146,321,0.0000
147,500,0.0000
148,500,0.0000
149,500,0.0000
150,303,0.0000
151,380,0.0000
152,500,0.0000
153,500,0.0000
154,500,0.0000
155,500,0.0000
156,500,0.0000
157,500,0.0000
158,500,0.0000
159,123,0.0000
160,475,0.0000
161,286,0.0000
162,500,0.0000
163,239,0.0000
164,500,0.0000
165,365,0.0000
166,500,0.0000
167,500,0.0000
168,500,0.0000
169,427,0.0000
170,500,0.0000
171,500,0.0000
172,500,0.0000
173,500,0.0000
174,500,0.0000
175,500,0.0000
176,263,0.0000
177,500,0.0000
178,321,0.0000
179,500,0.0000
180,500,0.0000
181,500,0.0000
182,500,0.0000
183,500,0.0000
184,477,0.0000
185,500,0.0000
186,500,0.0000
187,490,0.0000
188,500,0.0000
189,500,0.0000
190,432,0.0000
191,500,0.0000
192,500,0.0000
193,500,0.0000
194,500,0.0000
195,500,0.0000
196,500,0.0000
197,500,0.0000
198,484,0.0000
199,500,0.0000
200,500,0.0000
201,500,0.0000
202,500,0.0000
203,500,0.0000
204,500,0.0000
205,331,0.0000
206,450,0.0000
207,500,0.0000
208,500,0.0000
209,500,0.0000
210,500,0.0000
211,500,0.0000
212,500,0.0000
213,500,0.0000
214,500,0.0000
215,500,0.0000
216,500,0.0000
217,500,0.0000
218,500,0.0000
219,500,0.0000
220,500,0.0000
221,500,0.0000
222,500,0.0000
223,500,0.0000
224,500,0.0000
225,500,0.0000
226,500,0.0000
227,500,0.0000
228,371,0.0000
229,439,0.0000
230,267,0.0000
231,338,0.0000
232,301,0.0000
233,315,0.0000
234,160,0.0000
235,500,0.0000
236,500,0.0000
237,500,0.0000
238,500,0.0000
239,143,0.0000
240,383,0.0000
241,500,0.0000
242,141,0.0000
243,500,0.0000
244,118,0.0000
245,454,0.0000
246,500,0.0000
247,422,0.0000
248,193,0.0000
249,228,0.0000
250,378,0.0000
251,500,0.0000
252,500,0.0000
253,500,0.0000
254,217,0.0000
255,500,0.0000
256,201,0.0000
257,500,0.0000
258,500,0.0000
259,500,0.0000
260,331,0.0000
261,500,0.0000
262,500,0.0000
263,350,0.0000
264,430,0.0000
265,241,0.0000
266,398,0.0000
267,383,0.0000
268,272,0.0000
269,296,0.0000
270,391,0.0000
271,371,0.0000
272,475,0.0000
273,415,0.0000
274,297,0.0000
275,378,0.0000
276,306,0.0000
277,357,0.0000
278,275,0.0000
279,366,0.0000
280,357,0.0000
281,427,0.0000
282,462,0.0000
283,500,0.0000
284,500,0.0000
285,466,0.0000
286,448,0.0000
287,500,0.0000
288,356,0.0000
289,500,0.0000
290,493,0.0000
291,252,0.0000
292,352,0.0000
293,500,0.0000
294,500,0.0000
295,500,0.0000
296,500,0.0000
297,500,0.0000
298,500,0.0000
299,500,0.0000
300,500,0.0000
301,269,0.0000
302,500,0.0000
303,500,0.0000
304,500,0.0000
305,500,0.0000
306,500,0.0000
307,500,0.0000
308,500,0.0000
309,500,0.0000
310,500,0.0000
311,500,0.0000
312,500,0.0000
313,500,0.0000
314,500,0.0000
315,500,0.0000
316,500,0.0000
317,500,0.0000
318,500,0.0000
319,500,0.0000
320,500,0.0000
321,500,0.0000
322,500,0.0000
323,500,0.0000
324,500,0.0000
325,500,0.0000
326,500,0.0000
327,500,0.0000
328,500,0.0000
329,465,0.0000
330,500,0.0000
331,500,0.0000
332,500,0.0000
333,500,0.0000
334,500,0.0000
335,500,0.0000
336,500,0.0000
337,500,0.0000
338,500,0.0000
339,500,0.0000
340,500,0.0000
341,500,0.0000
342,500,0.0000
343,500,0.0000
344,500,0.0000
345,500,0.0000
346,500,0.0000
347,500,0.0000
348,500,0.0000
349,500,0.0000
350,500,0.0000
351,500,0.0000
352,500,0.0000
353,500,0.0000
354,500,0.0000
355,500,0.0000
356,199,0.0000
357,500,0.0000
358,500,0.0000
359,500,0.0000
360,96,0.0000
361,182,0.0000
362,500,0.0000
363,500,0.0000
364,500,0.0000
365,121,0.0000
366,500,0.0000
367,130,0.0000
368,207,0.0000
369,206,0.0000
370,119,0.0000
371,134,0.0000
372,115,0.0000
373,347,0.0000
374,127,0.0000
375,129,0.0000
376,120,0.0000
377,121,0.0000
378,114,0.0000
379,98,0.0000
380,117,0.0000
381,115,0.0000
382,114,0.0000
383,111,0.0000
384,116,0.0000
385,109,0.0000
386,108,0.0000
387,105,0.0000
388,114,0.0000
389,104,0.0000
390,111,0.0000
391,102,0.0000
392,107,0.0000
393,111,0.0000
394,102,0.0000
395,113,0.0000
396,107,0.0000
397,107,0.0000
398,108,0.0000
399,102,0.0000
400,112,0.0000
401,107,0.0000
402,103,0.0000
403,106,0.0000
404,101,0.0000
405,104,0.0000
406,116,0.0000
407,123,0.0000
408,101,0.0000
409,106,0.0000
410,120,0.0000
411,125,0.0000
412,129,0.0000
413,117,0.0000
414,117,0.0000
415,165,0.0000
416,129,0.0000
417,166,0.0000
418,122,0.0000
419,242,0.0000
420,203,0.0000
421,375,0.0000
422,310,0.0000
423,500,0.0000
424,500,0.0000
425,500,0.0000
426,500,0.0000
427,500,0.0000
428,500,0.0000
429,500,0.0000
430,500,0.0000
431,500,0.0000
432,500,0.0000
433,500,0.0000
434,500,0.0000
