Episode,Score,Epsilon
590,165,0.0500
591,126,0.0500
592,122,0.0500
593,208,0.0500
594,139,0.0500
595,200,0.0500
596,156,0.0500
597,147,0.0500
598,156,0.0500
599,177,0.0500
600,140,0.0500
601,153,0.0500
602,152,0.0500
603,124,0.0500
604,117,0.0500
605,137,0.0500
606,136,0.0500
607,165,0.0500
608,135,0.0500
609,142,0.0500
610,120,0.0500
611,140,0.0500
612,132,0.0500
613,185,0.0500
614,128,0.0500
615,151,0.0500
616,140,0.0500
617,124,0.0500
618,138,0.0500
619,145,0.0500
620,156,0.0500
621,162,0.0500
622,124,0.0500
623,148,0.0500
624,116,0.0500
625,132,0.0500
626,135,0.0500
627,134,0.0500
628,142,0.0500
629,160,0.0500
630,130,0.0500
631,150,0.0500
632,134,0.0500
633,128,0.0500
634,159,0.0500
635,190,0.0500
636,126,0.0500
637,158,0.0500
638,162,0.0500
639,171,0.0500
640,185,0.0500
641,158,0.0500
642,135,0.0500
643,138,0.0500
644,158,0.0500
645,145,0.0500
646,125,0.0500
647,143,0.0500
648,154,0.0500
649,165,0.0500
650,157,0.0500
651,147,0.0500
652,145,0.0500
653,129,0.0500
654,165,0.0500
655,140,0.0500
656,144,0.0500
657,306,0.0500
658,138,0.0500
659,135,0.0500
660,147,0.0500
661,153,0.0500
662,130,0.0500
663,138,0.0500
664,152,0.0500
665,135,0.0500
666,170,0.0500
667,146,0.0500
668,165,0.0500
669,157,0.0500
670,141,0.0500
671,221,0.0500
672,153,0.0500
673,246,0.0500
674,165,0.0500
675,156,0.0500
676,139,0.0500
677,159,0.0500
678,149,0.0500
679,132,0.0500
680,139,0.0500
681,202,0.0500
682,145,0.0500
683,228,0.0500
684,174,0.0500
685,196,0.0500
686,152,0.0500
687,140,0.0500
688,136,0.0500
689,134,0.0500
690,209,0.0500
691,157,0.0500
692,128,0.0500
693,201,0.0500
694,152,0.0500
695,166,0.0500
696,142,0.0500
697,154,0.0500
698,175,0.0500
699,261,0.0500
700,163,0.0500
701,208,0.0500
702,144,0.0500
703,161,0.0500
704,197,0.0500
705,148,0.0500
706,138,0.0500
707,155,0.0500
708,273,0.0500
709,156,0.0500
710,147,0.0500
711,210,0.0500
712,138,0.0500
713,158,0.0500
714,142,0.0500
715,153,0.0500
716,236,0.0500
717,145,0.0500
718,183,0.0500
719,179,0.0500
720,133,0.0500
721,212,0.0500
722,162,0.0500
723,139,0.0500
724,163,0.0500
725,161,0.0500
726,139,0.0500
727,144,0.0500
728,207,0.0500
729,239,0.0500
730,134,0.0500
731,242,0.0500
732,171,0.0500
733,148,0.0500
734,266,0.0500
735,245,0.0500
736,195,0.0500
737,151,0.0500
738,215,0.0500
739,175,0.0500
740,142,0.0500
741,143,0.0500
742,261,0.0500
743,131,0.0500
744,216,0.0500
745,232,0.0500
746,244,0.0500
747,253,0.0500
748,214,0.0500
749,272,0.0500
750,227,0.0500
751,161,0.0500
752,232,0.0500
753,150,0.0500
754,223,0.0500
755,294,0.0500
756,163,0.0500
757,167,0.0500
758,264,0.0500
759,215,0.0500
760,314,0.0500
761,258,0.0500
762,173,0.0500
763,397,0.0500
764,244,0.0500
765,243,0.0500
766,258,0.0500
767,244,0.0500
768,223,0.0500
769,229,0.0500
770,204,0.0500
771,314,0.0500
772,322,0.0500
773,240,0.0500
774,218,0.0500
775,265,0.0500
776,225,0.0500
777,218,0.0500
778,262,0.0500
779,263,0.0500
780,268,0.0500
781,256,0.0500
782,236,0.0500
783,194,0.0500
784,251,0.0500
785,227,0.0500
786,205,0.0500
787,300,0.0500
788,305,0.0500
789,298,0.0500
790,242,0.0500
791,243,0.0500
792,215,0.0500
793,244,0.0500
794,196,0.0500
795,272,0.0500
796,292,0.0500
797,210,0.0500
798,315,0.0500
799,219,0.0500
800,264,0.0500
801,424,0.0500
802,247,0.0500
803,238,0.0500
804,218,0.0500
805,233,0.0500
806,254,0.0500
807,229,0.0500
808,240,0.0500
809,256,0.0500
810,226,0.0500
811,231,0.0500
812,220,0.0500
813,257,0.0500
814,235,0.0500
815,217,0.0500
816,237,0.0500
817,246,0.0500
818,317,0.0500
819,245,0.0500
820,222,0.0500
821,228,0.0500
822,234,0.0500
823,251,0.0500
824,263,0.0500
825,283,0.0500
826,293,0.0500
827,233,0.0500
828,314,0.0500
829,270,0.0500
830,275,0.0500
831,294,0.0500
832,227,0.0500
833,277,0.0500
834,326,0.0500
835,292,0.0500
836,316,0.0500
837,274,0.0500
838,248,0.0500
839,298,0.0500
840,256,0.0500
841,289,0.0500
842,262,0.0500
843,311,0.0500
844,307,0.0500
845,297,0.0500
846,284,0.0500
847,367,0.0500
848,401,0.0500
849,392,0.0500
850,462,0.0500
851,337,0.0500
852,245,0.0500
853,364,0.0500
854,347,0.0500
855,261,0.0500
856,500,0.0500
857,409,0.0500
858,351,0.0500
859,453,0.0500
860,302,0.0500
861,500,0.0500
862,343,0.0500
863,386,0.0500
864,432,0.0500
865,274,0.0500
866,396,0.0500
867,361,0.0500
868,305,0.0500
869,361,0.0500
870,349,0.0500
871,323,0.0500
872,282,0.0500
873,263,0.0500
874,482,0.0500
875,371,0.0500
876,445,0.0500
877,484,0.0500
878,440,0.0500
879,318,0.0500
880,500,0.0500
881,386,0.0500
882,339,0.0500
883,247,0.0500
884,237,0.0500
885,288,0.0500
886,370,0.0500
887,291,0.0500
888,500,0.0500
889,500,0.0500
890,500,0.0500
891,500,0.0500
892,500,0.0500
893,245,0.0500
894,396,0.0500
895,288,0.0500
896,243,0.0500
897,465,0.0500
898,350,0.0500
899,358,0.0500
900,500,0.0500
901,426,0.0500
902,353,0.0500
903,455,0.0500
904,412,0.0500
905,413,0.0500
906,295,0.0500
907,373,0.0500
908,279,0.0500
909,421,0.0500
910,500,0.0500
911,451,0.0500
912,358,0.0500
913,500,0.0500
914,477,0.0500
915,494,0.0500
916,408,0.0500
917,493,0.0500
918,500,0.0500
919,329,0.0500
920,412,0.0500
921,500,0.0500
922,500,0.0500
923,500,0.0500
924,500,0.0500
925,398,0.0500
926,480,0.0500
927,451,0.0500
928,421,0.0500
929,500,0.0500
930,500,0.0500
931,500,0.0500
932,348,0.0500
933,500,0.0500
934,500,0.0500
935,483,0.0500
936,319,0.0500
937,500,0.0500
938,500,0.0500
939,432,0.0500
940,500,0.0500
941,500,0.0500
942,500,0.0500
943,500,0.0500
944,500,0.0500
945,500,0.0500
946,500,0.0500
947,500,0.0500
948,500,0.0500
949,500,0.0500
950,500,0.0500
951,346,0.0500
952,500,0.0500
953,500,0.0500
954,465,0.0500
955,500,0.0500
956,481,0.0500
957,449,0.0500
958,500,0.0500
959,500,0.0500
960,500,0.0500
961,500,0.0500
962,500,0.0500
963,403,0.0500
964,417,0.0500
965,500,0.0500
966,500,0.0500
967,500,0.0500
968,343,0.0500
969,303,0.0500
970,313,0.0500
971,417,0.0500
972,500,0.0500
973,500,0.0500
974,500,0.0500
975,500,0.0500
976,500,0.0500
977,500,0.0500
978,500,0.0500
979,500,0.0500
980,500,0.0500
981,500,0.0500
982,500,0.0500
983,500,0.0500
984,500,0.0500
985,500,0.0500
986,500,0.0500
987,463,0.0500
988,477,0.0500
989,371,0.0500
990,500,0.0500
991,500,0.0500
992,500,0.0500
993,500,0.0500
994,500,0.0500
995,500,0.0500
996,500,0.0500
997,500,0.0500
998,416,0.0500
999,352,0.0500
1000,336,0.0500
1001,500,0.0500
1002,330,0.0500
1003,370,0.0500
1004,381,0.0500
1005,500,0.0500
1006,500,0.0500
1007,500,0.0500
1008,374,0.0500
1009,500,0.0500
1010,500,0.0500
1011,500,0.0500
1012,500,0.0500
1013,500,0.0500
1014,500,0.0500
1015,500,0.0500
1016,500,0.0500
1017,500,0.0500
1018,500,0.0500
1019,500,0.0500
1020,500,0.0500
1021,500,0.0500
1022,500,0.0500
1023,478,0.0500
1024,500,0.0500
1025,500,0.0500
1026,500,0.0500
1027,500,0.0500
1028,500,0.0500
1029,500,0.0500
1030,500,0.0500
1031,483,0.0500
1032,500,0.0500
1033,397,0.0500
1034,500,0.0500
1035,477,0.0500
1036,311,0.0500
1037,500,0.0500
1038,500,0.0500
1039,500,0.0500
1040,500,0.0500
1041,500,0.0500
1042,460,0.0500
1043,500,0.0500
1044,500,0.0500
1045,500,0.0500
1046,500,0.0500
1047,500,0.0500
1048,500,0.0500
1049,500,0.0500
1050,500,0.0500
1051,500,0.0500
1052,500,0.0500
1053,500,0.0500
1054,500,0.0500
1055,500,0.0500
1056,500,0.0500
1057,500,0.0500
1058,500,0.0500
1059,500,0.0500
1060,500,0.0500
1061,500,0.0500
1062,411,0.0500
1063,363,0.0500
1064,500,0.0500
1065,420,0.0500
1066,500,0.0500
1067,500,0.0500
1068,500,0.0500
1069,500,0.0500
1070,500,0.0500
1071,500,0.0500
1072,500,0.0500
1073,500,0.0500
1074,481,0.0500
1075,500,0.0500
1076,500,0.0500
1077,500,0.0500
1078,500,0.0500
1079,500,0.0500
1080,500,0.0500
1081,500,0.0500
1082,500,0.0500
1083,500,0.0500
1084,500,0.0500
1085,500,0.0500
1086,500,0.0500
1087,500,0.0500
1088,500,0.0500
1089,500,0.0500
1090,500,0.0500
1091,500,0.0500
1092,500,0.0500
1093,500,0.0500
1094,500,0.0500
1095,500,0.0500
1096,500,0.0500
1097,440,0.0500
1098,422,0.0500
1099,500,0.0500
1100,500,0.0500
1101,500,0.0500
1102,500,0.0500
1103,500,0.0500
1104,500,0.0500
1105,500,0.0500
1106,500,0.0500
1107,500,0.0500
1108,500,0.0500
1109,500,0.0500
1110,500,0.0500
1111,500,0.0500
1112,500,0.0500
1113,500,0.0500
1114,500,0.0500
1115,500,0.0500
1116,500,0.0500
1117,500,0.0500
1118,500,0.0500
1119,500,0.0500
1120,500,0.0500
1121,460,0.0500
1122,500,0.0500
1123,500,0.0500
1124,500,0.0500
1125,500,0.0500
1126,500,0.0500
1127,500,0.0500
1128,500,0.0500
1129,500,0.0500
1130,500,0.0500
1131,500,0.0500
1132,500,0.0500
1133,500,0.0500
1134,500,0.0500
1135,500,0.0500
1136,500,0.0500
1137,500,0.0500
1138,500,0.0500
1139,500,0.0500
1140,500,0.0500
1141,500,0.0500
1142,500,0.0500
1143,500,0.0500
1144,500,0.0500
1145,500,0.0500
1146,500,0.0500
1147,500,0.0500
1148,500,0.0500
1149,500,0.0500
1150,500,0.0500
1151,500,0.0500
1152,500,0.0500
1153,500,0.0500
1154,500,0.0500
1155,500,0.0500
1156,500,0.0500
1157,500,0.0500
1158,500,0.0500
1159,500,0.0500
1160,500,0.0500
1161,500,0.0500
1162,500,0.0500
1163,500,0.0500
1164,500,0.0500
1165,500,0.0500
1166,500,0.0500
1167,500,0.0500
1168,500,0.0500
1169,500,0.0500
1170,500,0.0500
1171,500,0.0500
1172,500,0.0500
1173,500,0.0500
1174,500,0.0500
1175,500,0.0500
1176,500,0.0500
1177,500,0.0500
1178,500,0.0500
1179,500,0.0500
1180,500,0.0500
1181,500,0.0500
1182,500,0.0500
1183,500,0.0500
1184,500,0.0500
1185,500,0.0500
1186,500,0.0500
1187,500,0.0500
1188,500,0.0500
1189,500,0.0500
1190,500,0.0500
1191,500,0.0500
1192,500,0.0500
1193,500,0.0500
1194,500,0.0500
1195,500,0.0500
1196,500,0.0500
1197,500,0.0500
1198,500,0.0500
1199,500,0.0500
1200,500,0.0500
1201,500,0.0500
1202,500,0.0500
1203,500,0.0500
1204,500,0.0500
1205,500,0.0500
1206,500,0.0500
1207,500,0.0500
1208,500,0.0500
1209,500,0.0500
1210,500,0.0500
1211,500,0.0500
1212,500,0.0500
1213,500,0.0500
1214,500,0.0500
1215,500,0.0500
1216,500,0.0500
1217,500,0.0500
1218,500,0.0500
1219,500,0.0500
1220,500,0.0500
1221,500,0.0500
1222,500,0.0500
1223,500,0.0500
1224,500,0.0500
1225,500,0.0500
1226,500,0.0500
1227,500,0.0500
1228,500,0.0500
1229,500,0.0500
1230,500,0.0500
1231,500,0.0500
1232,500,0.0500
1233,500,0.0500
1234,500,0.0500
1235,500,0.0500
1236,500,0.0500
1237,500,0.0500
1238,500,0.0500
1239,500,0.0500
1240,500,0.0500
1241,500,0.0500
1242,500,0.0500
1243,500,0.0500
1244,500,0.0500
1245,500,0.0500
1246,500,0.0500
1247,500,0.0500
1248,500,0.0500
1249,500,0.0500
1250,500,0.0500
1251,500,0.0500
1252,500,0.0500
1253,500,0.0500
1254,500,0.0500
1255,500,0.0500
1256,500,0.0500
1257,500,0.0500
1258,500,0.0500
1259,500,0.0500
1260,500,0.0500
1261,500,0.0500
1262,500,0.0500
1263,500,0.0500
1264,500,0.0500
1265,500,0.0500
1266,500,0.0500
1267,500,0.0500
1268,500,0.0500
1269,500,0.0500
1270,500,0.0500
1271,500,0.0500
1272,500,0.0500
1273,500,0.0500
1274,500,0.0500
1275,500,0.0500
1276,500,0.0500
1277,500,0.0500
1278,500,0.0500
1279,500,0.0500
1280,500,0.0500
1281,500,0.0500
1282,500,0.0500
1283,500,0.0500
1284,500,0.0500
1285,500,0.0500
1286,500,0.0500
1287,500,0.0500
1288,500,0.0500
1289,500,0.0500
1290,500,0.0500
1291,500,0.0500
1292,500,0.0500
1293,500,0.0500
1294,500,0.0500
1295,500,0.0500
1296,500,0.0500
1297,500,0.0500
1298,500,0.0500
1299,500,0.0500
1300,500,0.0500
1301,500,0.0500
1302,500,0.0500
1303,500,0.0500
1304,500,0.0500
1305,500,0.0500
1306,500,0.0500
1307,500,0.0500
1308,500,0.0500
1309,500,0.0500
1310,500,0.0500
1311,500,0.0500
1312,500,0.0500
1313,500,0.0500
1314,500,0.0500
1315,500,0.0500
1316,500,0.0500
1317,500,0.0500
1318,500,0.0500
1319,500,0.0500
1320,500,0.0500
1321,500,0.0500
1322,500,0.0500
1323,500,0.0500
1324,500,0.0500
1325,500,0.0500
1326,500,0.0500
1327,500,0.0500
1328,500,0.0500
1329,500,0.0500
1330,500,0.0500
1331,500,0.0500
1332,500,0.0500
1333,500,0.0500
1334,500,0.0500
1335,500,0.0500
1336,500,0.0500
1337,500,0.0500
1338,500,0.0500
1339,500,0.0500
1340,500,0.0500
1341,500,0.0500
1342,500,0.0500
1343,500,0.0500
1344,500,0.0500
1345,500,0.0500
1346,500,0.0500
1347,500,0.0500
1348,500,0.0500
1349,500,0.0500
1350,500,0.0500
1351,500,0.0500
1352,500,0.0500
1353,500,0.0500
1354,217,0.0500
1355,218,0.0500
1356,500,0.0500
1357,500,0.0500
1358,500,0.0500
1359,500,0.0500
1360,500,0.0500
1361,500,0.0500
1362,500,0.0500
1363,500,0.0500
1364,500,0.0500
1365,500,0.0500
1366,500,0.0500
1367,500,0.0500
1368,500,0.0500
1369,500,0.0500
1370,500,0.0500
1371,500,0.0500
1372,500,0.0500
1373,500,0.0500
1374,500,0.0500
1375,500,0.0500
1376,500,0.0500
1377,500,0.0500
1378,500,0.0500
1379,500,0.0500
1380,500,0.0500
1381,500,0.0500
1382,500,0.0500
1383,500,0.0500
1384,500,0.0500
1385,500,0.0500
1386,500,0.0500
1387,500,0.0500
1388,500,0.0500
1389,500,0.0500
1390,500,0.0500
1391,500,0.0500
1392,500,0.0500
1393,500,0.0500
1394,500,0.0500
1395,500,0.0500
1396,500,0.0500
1397,500,0.0500
1398,500,0.0500
1399,500,0.0500
1400,500,0.0500
1401,500,0.0500
1402,500,0.0500
1403,500,0.0500
1404,500,0.0500
1405,500,0.0500
1406,500,0.0500
1407,500,0.0500
1408,500,0.0500
1409,500,0.0500
1410,500,0.0500
1411,500,0.0500
1412,500,0.0500
1413,500,0.0500
1414,500,0.0500
1415,500,0.0500
1416,500,0.0500
1417,500,0.0500
1418,500,0.0500
1419,500,0.0500
1420,500,0.0500
1421,500,0.0500
1422,500,0.0500
1423,500,0.0500
1424,500,0.0500
1425,500,0.0500
1426,500,0.0500
1427,500,0.0500
1428,500,0.0500
1429,500,0.0500
1430,500,0.0500
1431,500,0.0500
1432,500,0.0500
1433,500,0.0500
1434,500,0.0500
1435,500,0.0500
1436,500,0.0500
1437,500,0.0500
1438,500,0.0500
1439,500,0.0500
1440,500,0.0500
1441,500,0.0500
1442,500,0.0500
1443,500,0.0500
1444,500,0.0500
1445,500,0.0500
1446,500,0.0500
1447,500,0.0500
1448,500,0.0500
1449,500,0.0500
1450,500,0.0500
1451,500,0.0500
1452,500,0.0500
1453,500,0.0500
1454,500,0.0500
1455,500,0.0500
1456,500,0.0500
1457,500,0.0500
1458,500,0.0500
1459,500,0.0500
1460,500,0.0500
1461,500,0.0500
1462,500,0.0500
1463,500,0.0500
1464,500,0.0500
1465,500,0.0500
1466,500,0.0500
1467,500,0.0500
1468,500,0.0500
1469,500,0.0500
1470,485,0.0500
1471,500,0.0500
1472,500,0.0500
1473,500,0.0500
1474,500,0.0500
1475,277,0.0500
1476,500,0.0500
1477,500,0.0500
1478,500,0.0500
1479,500,0.0500
1480,500,0.0500
1481,500,0.0500
1482,500,0.0500
1483,500,0.0500
1484,500,0.0500
1485,500,0.0500
1486,500,0.0500
1487,500,0.0500
1488,500,0.0500
1489,500,0.0500
1490,500,0.0500
1491,500,0.0500
1492,500,0.0500
1493,500,0.0500
1494,500,0.0500
1495,500,0.0500
1496,500,0.0500
1497,500,0.0500
