16
11
14
20
12
10
14
15
10
17
14
11
12
18
12
11
11
9
9
12
10
8
12
14
9
8
8
10
10
13
12
11
12
9
11
10
8
10
8
10
10
12
8
9
10
9
9
9
9
10
9
11
10
8
11
11
10
9
8
8
10
10
9
8
9
10
10
12
11
9
10
11
9
10
10
10
9
10
10
8
11
9
10
10
9
10
